indicateur_id,nom_indicateur,nom_origine,theme,definition,unite,source,annee,statut,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire
403,Population rurale (RGPH 2024),Population rurale (RGPH 2024),demography,Population rurale (RGPH 2024). Thème : demography.,hab,HCP — RGPH 2024,2024.0,validé,demo_population_milieu,long,valeur,pop_rural,territoire_id
404,Taux d'urbanisation,Taux d'urbanisation,demography,Taux d'urbanisation. Thème : demography.,%,HCP — RGPH 2024,2024.0,validé,demo_population_milieu,long,valeur,taux_urbanisation,territoire_id
405,Accès aux soins — distance moyenne au centre de santé (commune rurale),Accès aux soins — distance moyenne au centre de santé (commune rurale),demography,"Accès aux soins — distance moyenne au centre de santé (commune rurale). Dérivé des distances au niveau douar (RGPH), agrégées par commune.",km,HCP — RGPH (distances douar agrégées par commune),2024.0,validé,demo_acces_communal,long,valeur,acces_sante_km,territoire_id
406,Enclavement routier — distance moyenne à la route goudronnée (commune rurale),Enclavement routier — distance moyenne à la route goudronnée (commune rurale),demography,"Enclavement routier — distance moyenne à la route goudronnée (commune rurale). Dérivé des distances au niveau douar (RGPH), agrégées par commune.",km,HCP — RGPH (distances douar agrégées par commune),2024.0,validé,demo_acces_communal,long,valeur,acces_route_goudronnee_km,territoire_id
407,Accès à l'école primaire — distance moyenne (commune rurale),Accès à l'école primaire — distance moyenne (commune rurale),demography,"Accès à l'école primaire — distance moyenne (commune rurale). Dérivé des distances au niveau douar (RGPH), agrégées par commune.",km,HCP — RGPH (distances douar agrégées par commune),2024.0,validé,demo_acces_communal,long,valeur,acces_ecole_primaire_km,territoire_id
408,Accès au collège — distance moyenne (commune rurale),Accès au collège — distance moyenne (commune rurale),demography,"Accès au collège — distance moyenne (commune rurale). Dérivé des distances au niveau douar (RGPH), agrégées par commune.",km,HCP — RGPH (distances douar agrégées par commune),2024.0,validé,demo_acces_communal,long,valeur,acces_college_km,territoire_id
409,Part des douars à plus de 5 km d'un centre de santé,Part des douars à plus de 5 km d'un centre de santé,demography,"Part des douars à plus de 5 km d'un centre de santé. Dérivé des distances au niveau douar (RGPH), agrégées par commune.",%,HCP — RGPH (distances douar agrégées par commune),2024.0,validé,demo_acces_communal,long,valeur,pct_douars_sante_plus5km,territoire_id
410,Habitants par ESSP (ensemble),hab_par_essp_total,health,"Habitants par ESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_essp_total,territoire_id
411,Habitants par ESSP (milieu urbain),hab_par_essp_urbain,health,"Habitants par ESSP (milieu urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_essp_urbain,territoire_id
412,Habitants par ESSP (milieu rural),hab_par_essp_rural,health,"Habitants par ESSP (milieu rural). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_essp_rural,territoire_id
413,Habitants par médecin (public + privé),hab_par_medecin_public_prive,health,"Habitants par médecin (public + privé). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_medecin_public_prive,territoire_id
414,Habitants par médecin (secteur public),hab_par_medecin_public,health,"Habitants par médecin (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_medecin_public,territoire_id
415,Habitants par médecin du RESSP (ensemble),hab_par_medecin_ressp_total,health,"Habitants par médecin du RESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_medecin_ressp_total,territoire_id
416,Habitants par médecin du RESSP (urbain),hab_par_medecin_ressp_urbain,health,"Habitants par médecin du RESSP (urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_medecin_ressp_urbain,territoire_id
417,Habitants par médecin du RESSP (rural),hab_par_medecin_ressp_rural,health,"Habitants par médecin du RESSP (rural). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_medecin_ressp_rural,territoire_id
418,Habitants par infirmier (secteur public),hab_par_infirmier_public,health,"Habitants par infirmier (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_infirmier_public,territoire_id
419,Habitants par infirmier du RESSP (ensemble),hab_par_infirmier_ressp_total,health,"Habitants par infirmier du RESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_infirmier_ressp_total,territoire_id
420,Habitants par infirmier du RESSP (urbain),hab_par_infirmier_ressp_urbain,health,"Habitants par infirmier du RESSP (urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_infirmier_ressp_urbain,territoire_id
421,Habitants par infirmier du RESSP (rural),hab_par_infirmier_ressp_rural,health,"Habitants par infirmier du RESSP (rural). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_infirmier_ressp_rural,territoire_id
422,Habitants par lit hospitalier (public + privé),hab_par_lit_public_prive,health,"Habitants par lit hospitalier (public + privé). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_lit_public_prive,territoire_id
423,Habitants par lit hospitalier (secteur public),hab_par_lit_public,health,"Habitants par lit hospitalier (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_lit_public,territoire_id
424,Habitants par médecin dentiste (public + privé),hab_par_dentiste_public_prive,health,"Habitants par médecin dentiste (public + privé). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_dentiste_public_prive,territoire_id
425,Habitants par médecin dentiste (secteur public),hab_par_dentiste_public,health,"Habitants par médecin dentiste (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_dentiste_public,territoire_id
426,Habitants par scanner (secteur public),hab_par_scanner_public,health,"Habitants par scanner (secteur public). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_scanner_public,territoire_id
427,Habitants par officine de pharmacie (ensemble),hab_par_officine_total,health,"Habitants par officine de pharmacie (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_officine_total,territoire_id
428,Habitants par officine de pharmacie (milieu urbain),hab_par_officine_urbain,health,"Habitants par officine de pharmacie (milieu urbain). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_officine_urbain,territoire_id
429,Habitants par officine de pharmacie (milieu rural),hab_par_officine_rural,health,"Habitants par officine de pharmacie (milieu rural). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. Thème : health.",hab./unité,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024",2024.0,validé,health_offre_province,long,valeur,hab_par_officine_rural,territoire_id
430,Privation santé — mortalité infantile (indice de pauvreté multidimensionnelle),priv_mortalite_infantile,health,"Taux de privation des ménages lié à la mortalité infantile, composante officielle de la dimension Santé de l'indice de pauvreté multidimensionnelle (HCP, méthode Alkire-Foster). Thème : health.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,health_pauvrete_communale,long,valeur,priv_mortalite_infantile,territoire_id
431,Privation santé — handicap (indice de pauvreté multidimensionnelle),priv_handicap,health,"Taux de privation des ménages lié au handicap, composante officielle de la dimension Santé de l'indice de pauvreté multidimensionnelle (HCP, méthode Alkire-Foster). Thème : health.",%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,health_pauvrete_communale,long,valeur,priv_handicap,territoire_id
432,Contribution de la santé à la pauvreté multidimensionnelle,contrib_sante,health,Part (%) de la dimension santé (mortalité infantile + handicap) dans l'indice de pauvreté multidimensionnelle (MPI) de la commune. Thème : health.,%,"HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveau commune, 2024",2024.0,validé,health_pauvrete_communale,long,valeur,contrib_sante,territoire_id
433,Table brute — Équipements biomédicaux lourds et haute technologie (détail établissement),health_equipements_biomedicaux,health,"Un équipement (scanner, mammographe, stérilisateur...) par ligne, par établissement. Colonnes : Province, Etablissement, Catégorie, Equipement, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_equipements_biomedicaux,brut_etablissement,Nombre,,territoire_id
434,Table brute — Établissements avec module d'accouchement (détail commune),health_etablissements_accouchement,health,"Liste des établissements de santé disposant d'un module d'accouchement, au niveau commune. Colonnes : Province, Circ. sanitaire, Commune, Nom, Catégorie, Milieu. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_etablissements_accouchement,brut_etablissement,Nombre,,territoire_id
435,Table brute — Établissements avec unité UMP (détail commune),health_etablissements_ump,health,"Liste des établissements avec unité médicale de proximité (UMP), au niveau commune. Colonnes : Province, Circ. sanitaire, Commune, Nom, Catégorie, Milieu. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_etablissements_ump,brut_etablissement,Nombre,,territoire_id
436,Table brute — Établissements de rattachement RAMED (détail commune),health_etablissements_ramed,health,"Établissements de rattachement pour les bénéficiaires RAMED, au niveau commune. Colonnes : Province, Circ. sanitaire, Commune, Nom, Catégorie, Milieu. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_etablissements_ramed,brut_etablissement,Nombre,,territoire_id
437,Table brute — Personnel administratif de santé (détail établissement),health_corps_administratif,health,"Effectifs du corps administratif (administrateurs, adjoints...) par établissement. Colonnes : Province, Etablissement, Specialité, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_corps_administratif,brut_etablissement,Nombre,,territoire_id
438,Table brute — Personnel technique de santé (détail établissement),health_corps_technique,health,"Effectifs du corps technique (techniciens, techniciens ambulanciers...) par établissement. Colonnes : Province, Etablissement, Specialité, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_corps_technique,brut_etablissement,Nombre,,territoire_id
439,"Table brute — Nombre de cliniques privées par type (détail localité, TTA uniquement)",health_cliniques_nombre,health,"Nombre de cliniques privées par type d'infrastructure (CPBL, CMP...), filtré sur la région TTA (fichier source national). Colonnes : Code, C. sanitaire, Milieu, Province, Type infrastructure, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_cliniques_nombre,brut_etablissement,Nombre,,territoire_id
440,"Table brute — Nombre de lits en cliniques privées par type (détail localité, TTA uniquement)",health_cliniques_lits,health,"Nombre de lits en cliniques privées par type d'infrastructure, filtré sur la région TTA. Colonnes : Code, C. sanitaire, Milieu, Province, Type infrastructure, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_cliniques_lits,brut_etablissement,Nombre,,territoire_id
441,Table brute — Lits hospitaliers fonctionnels par discipline (détail établissement),health_lits_par_discipline,health,"Nombre de lits par discipline médicale (oncologie, urgences, pédiatrie...) par établissement hospitalier. Colonnes : Province, Nom, Catégorie, Discipline, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_lits_par_discipline,brut_etablissement,Nombre,,territoire_id
442,"Table brute — Autres infrastructures sanitaires privées (détail localité, TTA uniquement)",health_infrastructures_privees_autres,health,"Infirmeries, cabinets de consultation, cabinets dentaires, ambulances, centres d'hémodialyse... du secteur privé, filtré TTA. Colonnes : Code, C. sanitaire, Milieu, Province, Type infrastructure, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_infrastructures_privees_autres,brut_etablissement,Nombre,,territoire_id
443,"Table brute — Médecins du secteur privé par spécialité (détail localité, TTA uniquement)",health_medecins_prive,health,"Nombre de médecins privés par spécialité médicale (cardiologie, radiologie...), filtré TTA. Colonnes : Province, C. sanitaire, Milieu, Spécialité, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_medecins_prive,brut_etablissement,Nombre,,territoire_id
444,Table brute — Médecins du secteur public par spécialité (détail établissement),health_professionnels_medicaux_public,health,"Effectifs de médecins publics par spécialité et par établissement. Colonnes : Province, Etablissement, Specialité, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_professionnels_medicaux_public,brut_etablissement,Nombre,,territoire_id
445,Table brute — Personnel paramédical du secteur public (détail établissement),health_professionnels_paramedicaux_public,health,"Effectifs paramédicaux publics (infirmiers, sages-femmes...) par établissement. Colonnes : Province, Etablissement, Specialité, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_professionnels_paramedicaux_public,brut_etablissement,Nombre,,territoire_id
446,Table brute — Salles de radiologie par type (détail établissement),health_salles_radiologie,health,"Nombre de salles de radiologie par type, par établissement. Colonnes : Province, Nom, Catégorie, Radiologie, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_salles_radiologie,brut_etablissement,Nombre,,territoire_id
447,Table brute — Salles de bloc opératoire par type (détail établissement),health_salles_bloc_operatoire,health,"Nombre de salles de bloc opératoire par type (urgences, maternité, central...), par établissement. Colonnes : Province, Nom, Catégorie, Bloc opératoire, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_salles_bloc_operatoire,brut_etablissement,Nombre,,territoire_id
448,Table brute — Moyens de mobilité sanitaire (détail établissement),health_mobilite,health,"Ambulances et véhicules par établissement. Colonnes : Province, Etablissement, Nombre. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_mobilite,brut_etablissement,Nombre,,territoire_id
449,Table brute — Répertoire des établissements de santé par réseau (détail établissement),health_etablissements_reseau,health,"Liste des établissements avec leur réseau de rattachement (RESSP, RH, REMS...). Colonnes : Nom, Catégorie, Réseau, CS, Province. Donnée établissement/localité, PAS un indicateur territoire->valeur simple : à interroger directement (filtrer par territoire_id/province/commune/établissement), ne pas moyenner ni sommer automatiquement.",,"Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — export TBI, fichiers bruts Santé_2025",2024.0,table_reference,health_etablissements_reseau,brut_etablissement,Nombre,,territoire_id
450,Population municipale - Pop_municipale,Population municipale - Pop_municipale,socio_economic,"Population municipale - Pop_municipale. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Population municipale - Pop_municipale,territoire_id
451,Ménages - Ménages population,Ménages - Ménages population,socio_economic,"Ménages - Ménages population. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Ménages - Ménages population,territoire_id
452,Taille moyenne des ménages - Taille moyenne,Taille moyenne des ménages - Taille moyenne,socio_economic,"Taille moyenne des ménages - Taille moyenne. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Taille moyenne des ménages - Taille moyenne,territoire_id
453,Ménages sédentaires,Ménages sédentaires,socio_economic,"Ménages sédentaires. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Ménages sédentaires,territoire_id
454,Type de logement (%) - Villa / Étage de villa,Type de logement (%) - Villa / Étage de villa,socio_economic,"Type de logement (%) - Villa / Étage de villa. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Villa / Étage de villa,territoire_id
455,Type de logement (%) - Appartement,Type de logement (%) - Appartement,socio_economic,"Type de logement (%) - Appartement. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Appartement,territoire_id
456,Type de logement (%) - Maison marocaine,Type de logement (%) - Maison marocaine,socio_economic,"Type de logement (%) - Maison marocaine. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Maison marocaine,territoire_id
457,Type de logement (%) - Maison sommaire / Bidonville,Type de logement (%) - Maison sommaire / Bidonville,socio_economic,"Type de logement (%) - Maison sommaire / Bidonville. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Maison sommaire / Bidonville,territoire_id
458,Type de logement (%) - Logement rural,Type de logement (%) - Logement rural,socio_economic,"Type de logement (%) - Logement rural. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Logement rural,territoire_id
459,Type de logement (%) - Autre,Type de logement (%) - Autre,socio_economic,"Type de logement (%) - Autre. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",%,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Type de logement (%) - Autre,territoire_id
460,Nombre moyen de personnes par pièce d'habitation,Nombre moyen de personnes par pièce d'habitation,socio_economic,"Nombre moyen de personnes par pièce d'habitation. Milieu Ensemble (urbain+rural), RGPH 2024. Remplace l'ancienne table 'habitat_conditions_combine' qui contenait en réalité des données milieu URBAIN uniquement (source mal étiquetée 'rgph2024_logement_urbain'), utilisées à tort comme valeur région/province globale. Thème : socio_economic.",,"HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble",2024.0,validé,socio_economic_conditions_habitat_ensemble,long,valeur,Nombre moyen de personnes par pièce d'habitation,territoire_id
