id;famille;question;branche_obtenue;refus;indicateur;territoire;verdict;reponse
CLA024;classement_superlatif;Quelle est la commune la plus reculée de la province de Chefchaouen en termes d'accès aux routes ?;classement;;490;;strict;Privation — accès à l'eau en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
CLA025;classement_superlatif;Classement des provinces par taux d'urbanisation, la plus urbaine en premier.;classement;;404;;strict;Taux d'urbanisation en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : HCP — RGPH 2024)
CLA026;classement_superlatif;Quelle commune de la province de Tanger-Assilah a la population la plus faible ?;classement;;40;;strict;Population légale (2024) : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA027;classement_superlatif;Quelle est la commune la plus dynamique économiquement de la région ?;question;;;;écart;Sur quel indicateur ? Les plus demandés sont : Taux de pauvreté multidimensionnelle incidence H, Population légale, Taux de chômage. Vous pouvez aussi me demander ce qui existe pour un secteur — démographie, emploi, éducation, santé, conditions de vie.
CLA028;classement_superlatif;Quel territoire de la région a le taux de fécondité le plus élevé ?;classement;;36;;strict;Indicateur conjoncturel de fécondité en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA029;classement_superlatif;Entre toutes les communes de la province d'Al Hoceima, laquelle a le taux d'analphabétisme le plus bas ?;classement;;113;;strict;Taux d'analphabétisme des 10 ans et plus en 2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CLA030;classement_superlatif;Quelle est la province où il fait le plus chaud en été ?;classement;;2;;strict;Température maximale moyenne en 2020-2024 : la valeur la plus élevée est celle de B (2), la plus basse celle de A (1), sur 2 territoires. (Source : Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, ta
CMP001;comparaison;Compare le taux de chômage entre Tanger et Tétouan (les deux communes).;question;;393;;acceptable;« Tétouan » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
CMP002;comparaison;Quelle différence de taux d'analphabétisme entre la province de Chefchaouen et celle de Larache ?;comparaison;;113;;strict;Taux d'analphabétisme des 10 ans et plus en 2024 — T8 0, T6 0. Écart de 0. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CMP003;comparaison;Martil et Assilah, laquelle des deux communes a la population la plus grande ?;comparaison;;40;;strict;Population légale (2024) — T48 0, T35 0. Écart de 0. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CMP004;comparaison;Comparaison du taux de scolarisation entre la commune de Larache et la commune de Ksar El Kebir.;comparaison;;115;;strict;Taux de scolarisation des 6-11 ans en 2023/2024 — T81 0, T80 0. Écart de 0. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CMP005;comparaison;Quel écart de taux de pauvreté multidimensionnelle y a-t-il entre la province d'Al Hoceima et la province de Tétouan ?;comparaison;;497;;strict;Taux de pauvreté multidimensionnelle incidence H (2024) — T7 0, T4 0. Écart de 0. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
CMP006;comparaison;Est-ce que le taux d'activité est plus élevé à Fnideq ou à M'diq ?;comparaison;;392;;strict;Taux d'activité des 15 ans et plus en 2024 — T47 0, T46 0. Écart de 0. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CMP007;comparaison;Compare-moi le nombre d'habitants par médecin entre la province de Ouezzane et la province de Fahs-Anjra.;comparaison;;413;;strict;Habitants par médecin (public + privé) en 2024 — T9 0, T5 0. Écart de 0. (Source : Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024)
CMP008;comparaison;Entre la commune de Chefchaouen et la commune d'Ouezzane, laquelle a le plus fort taux de chômage ?;comparaison;;393;;strict;Taux de chômage en 2024 — T135 0, T163 0. Écart de 0. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CMP009;comparaison;Différence de taux d'urbanisation entre la province de Tanger-Assilah et la province de M'diq-Fnideq.;comparaison;;404;;strict;Taux d'urbanisation en 2024 — T2 0, T3 0. Écart de 0. (Source : HCP — RGPH 2024)
CMP010;comparaison;Compare le taux de prévalence du handicap entre Targuist et Imzouren.;comparaison;;394;;strict;Taux de prévalence du handicap en 2024 — T102 0, T101 0. Écart de 0. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CMP011;comparaison;Quelle province a un taux d'analphabétisme des 15 ans et plus plus élevé, Larache ou Chefchaouen ?;question;;114;;acceptable;« Larache et Chefchaouen » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
CMP012;comparaison;Je compare Bab Taza et Bab Berred pour le taux de scolarisation, tu peux m'aider ?;comparaison;;115;;strict;Taux de scolarisation des 6-11 ans en 2023/2024 — T148 0, T136 0. Écart de 0. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CMP013;comparaison;Compare le taux d'activité des 15 ans et plus entre les provinces de Tétouan et de Larache.;comparaison;;392;;strict;Taux d'activité des 15 ans et plus en 2024 — T4 0, T6 0. Écart de 0. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
CMP014;comparaison;Population active occupée : Martil contre Assilah, qui est devant ?;comparaison;;500;;strict;Population sédentaire active occupée (15+) en 2024 — T48 0, T35 0. Écart de 0. (Source : HCP — Indicateurs communaux, mode de transport domicile-travail selon RGPH 2024 (juin 2026, TTA))
CMP015;comparaison;Compare le taux de pauvreté multidimensionnelle entre la commune de Larache et la commune de Ksar El Kebir.;comparaison;;497;;strict;Taux de pauvreté multidimensionnelle incidence H (2024) — T81 0, T80 0. Écart de 0. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
CMP016;comparaison;Quelle est la différence entre le nombre de ménages à Fnideq et à M'diq ?;comparaison;;5;;strict;Entrées migratoires (durée de vie) en 2024 — T47 0, T46 0. Écart de 0. (Source : RGPH 2024 — Base de données de la migration interne, Octobre 2025 (HCP). Méthodologie : document de métadonnées HCP.)
CMP017;comparaison;Entre la province d'Al Hoceima et la province de Chefchaouen, laquelle compte le plus de routes provinciales ?;comparaison;;318;;strict;Routes provinciales en 2024 — T7 0, T8 0. Écart de 0. (Source : Direction Régionale du HCP Tanger-Tétouan-Al Hoceïma, figure « Réseau routier et autoroutier (en km) selon les préfectures/provinces, 2024 ». Niveau province — ventilation absente de l'Annuaire national, qui s'arrête à la région.)
CMP018;comparaison;Compare le taux de fécondité entre la commune de Tétouan et la commune de Martil.;comparaison;;5;;strict;Entrées migratoires (durée de vie) en 2024 — T51 0, T48 0. Écart de 0. (Source : RGPH 2024 — Base de données de la migration interne, Octobre 2025 (HCP). Méthodologie : document de métadonnées HCP.)
CMP019;comparaison;Ksar El Kebir vs Larache (la commune) sur le taux de chômage, ça donne quoi ?;question;;393;;acceptable;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
CMP020;comparaison;Quel est l'écart de taux de scolarisation des 6-11 ans entre Oued Laou et Al Hoceima (commune) ?;question;;115;;acceptable;« Al Hoceima » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
CMP021;comparaison;Compare le taux de chômage de la commune de Martil avec celui de la province de Larache.;refus;niveaux;393;;acceptable;La comparaison ne se fait qu'entre territoires de même niveau : comparer une commune à une province mesurerait une différence de taille, pas une disparité.
CMP022;comparaison;Quelle différence entre la population de la commune de Tanger et la province de Chefchaouen ?;refus;niveaux;40;;acceptable;La comparaison ne se fait qu'entre territoires de même niveau : comparer une commune à une province mesurerait une différence de taille, pas une disparité.
CMP023;comparaison;Le taux de pauvreté de la commune d'Assilah est-il plus élevé que celui de la province de Tétouan ?;refus;niveaux;497;;acceptable;La comparaison ne se fait qu'entre territoires de même niveau : comparer une commune à une province mesurerait une différence de taille, pas une disparité.
CMP024;comparaison;Compare-moi Fnideq (la commune) et la province de M'diq-Fnideq sur le taux d'activité.;refus;niveaux;392;;acceptable;La comparaison ne se fait qu'entre territoires de même niveau : comparer une commune à une province mesurerait une différence de taille, pas une disparité.
CMP025;comparaison;Est-ce que Ksar El Kebir a un meilleur taux de scolarisation que la province de Larache ?;refus;composite;;;acceptable;Il n'existe pas d'indicateur global de développement ni de classement général : agréger plusieurs dimensions en un score unique supposerait une pondération qui n'est publiée par aucune source. Précisez l'indicateur qui vous intéresse.
CMP026;comparaison;Quel écart de taux d'analphabétisme entre la commune de Chefchaouen et la province d'Al Hoceima ?;refus;niveaux;113;;acceptable;La comparaison ne se fait qu'entre territoires de même niveau : comparer une commune à une province mesurerait une différence de taille, pas une disparité.
CMP027;comparaison;Compare le nombre de ménages entre la commune de Targuist et la province de Tétouan.;refus;niveaux;71;;acceptable;La comparaison ne se fait qu'entre territoires de même niveau : comparer une commune à une province mesurerait une différence de taille, pas une disparité.
CMP028;comparaison;La commune d'Ouezzane est-elle plus pauvre que la province de Ouezzane, ou c'est pareil ?;question;;497;;acceptable;« Ouezzane » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
CMP029;comparaison;Compare le taux de chômage entre Al Hoceima ville et la province de Chefchaouen.;question;;393;;acceptable;« Al Hoceima » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
CMP030;comparaison;Différence de population entre la commune de Martil et la province de Fahs-Anjra.;refus;niveaux;40;;acceptable;La comparaison ne se fait qu'entre territoires de même niveau : comparer une commune à une province mesurerait une différence de taille, pas une disparité.
COV001;couverture;Qu'est-ce que vous avez comme données sur la commune de Martil ?;couverture;;;;strict;136 indicateur(s) disponible(s) : Privation — électricité, Privation — accès à l'eau, Privation — assainissement, Privation — logement, Privation — combustible de cuisson, Privation — communication, Contribution des conditions de vie à la pauvreté multidimensionnelle, Indice de pauvreté multidimensi
COV002;couverture;Quels indicateurs sont disponibles pour la province de Chefchaouen ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV003;couverture;Tu as des infos sur l'éducation à Tanger ?;couverture;;;;strict;30 indicateur(s) disponible(s) : Langues lues et écrites par les alphabètes de 10 ans et plus (non exclusives) — Amazigh (Tifinagh), Langues lues et écrites par les alphabètes de 10 ans et plus (non exclusives) — Anglais, Langues lues et écrites par les alphabètes de 10 ans et plus (non exclusives) 
COV004;couverture;Est-ce que vous couvrez le secteur de la santé au niveau des communes ?;couverture;;;;strict;7 indicateur(s) disponible(s) : Taux de prévalence du handicap, Privation — mortalité infantile, Privation — handicap, Contribution de la santé à la pauvreté multidimensionnelle, Établissements avec module d'accouchement, Établissements avec unité UMP, Établissements de rattachement RAMED.
COV005;couverture;Qu'est-ce que tu as sur Larache en général ?;question;;106;;acceptable;« Larache » désigne à la fois une commune et une préfecture ou province, et les valeurs y sont très différentes. Souhaitez-vous la commune ou la province ?
COV006;couverture;Quelles données avez-vous sur le secteur de l'emploi ?;couverture;;;;strict;13 indicateur(s) disponible(s) : Population active de 15 ans et plus, Population active occupée de 15 ans et plus, Population inactive de 15 ans et plus, Statut professionnel des actifs occupés de 15 ans et plus — Aide familial, Statut professionnel des actifs occupés de 15 ans et plus — Apprenti, S
COV007;couverture;Y'a quoi comme indicateurs démographiques disponibles pour la province d'Al Hoceima ?;couverture;;;;strict;65 indicateur(s) disponible(s) : Entrées migratoires (durée de vie), Indice d'entrées migratoires (durée de vie), Indice de sorties migratoires (durée de vie), Natifs du territoire, Natifs résidant dans leur territoire de naissance, Population sédentaire, Sorties migratoires (durée de vie), Entrées 
COV008;couverture;Est-ce que vous avez des chiffres sur le logement pour les communes, ou seulement les provinces ?;couverture;;;;strict;136 indicateur(s) disponible(s) : Privation — électricité, Privation — accès à l'eau, Privation — assainissement, Privation — logement, Privation — combustible de cuisson, Privation — communication, Contribution des conditions de vie à la pauvreté multidimensionnelle, Indice de pauvreté multidimensi
COV009;couverture;Qu'est-ce qui est disponible sur la commune de Ksar El Kebir ?;couverture;;;;strict;136 indicateur(s) disponible(s) : Privation — électricité, Privation — accès à l'eau, Privation — assainissement, Privation — logement, Privation — combustible de cuisson, Privation — communication, Contribution des conditions de vie à la pauvreté multidimensionnelle, Indice de pauvreté multidimensi
COV010;couverture;Tu couvres quoi comme thèmes pour la province de Tétouan ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV011;couverture;Avez-vous des données sur les routes et infrastructures ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV012;couverture;Qu'est-ce que vous avez sur la pauvreté multidimensionnelle, quels indicateurs exactement ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV013;couverture;Je cherche tout ce qui existe sur la commune d'Assilah, tu peux lister ?;couverture;;;;strict;136 indicateur(s) disponible(s) : Privation — électricité, Privation — accès à l'eau, Privation — assainissement, Privation — logement, Privation — combustible de cuisson, Privation — communication, Contribution des conditions de vie à la pauvreté multidimensionnelle, Indice de pauvreté multidimensi
COV014;couverture;Quels indicateurs de santé sont publiés pour les communes ?;couverture;;;;strict;7 indicateur(s) disponible(s) : Taux de prévalence du handicap, Privation — mortalité infantile, Privation — handicap, Contribution de la santé à la pauvreté multidimensionnelle, Établissements avec module d'accouchement, Établissements avec unité UMP, Établissements de rattachement RAMED.
COV015;couverture;Est-ce que vous avez des données climatiques, genre température, humidité ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV016;couverture;Qu'est-ce que vous avez comme indicateurs sur les établissements scolaires ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV017;couverture;Tu peux me dire tout ce qui touche à la migration dans votre base ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV018;couverture;Quelles données avez-vous sur la province de Ouezzane ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV019;couverture;Est-ce qu'il y a des indicateurs sur le nombre d'entreprises ou l'économie en général ?;question;;106;;acceptable;De quel territoire s'agit-il ? Précisez une commune, une préfecture ou une province de la région.
COV020;couverture;Qu'est-ce que tu as comme infos sur Fnideq ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV021;couverture;Quels indicateurs existent pour le secteur conditions de vie ?;couverture;;;;strict;86 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 78 autres.
COV022;couverture;Vous avez des données sur le mariage et la structure familiale ?;couverture;;;;strict;221 indicateur(s) disponible(s) : Humidité relative moyenne, Température maximale moyenne, Température minimale moyenne, Température moyenne, Autoroutes, Routes nationales, Routes provinciales, Routes régionales, et 213 autres.
COV023;couverture;Qu'est-ce qui est publié pour la commune de Chefchaouen, tous secteurs confondus ?;couverture;;;;strict;136 indicateur(s) disponible(s) : Privation — électricité, Privation — accès à l'eau, Privation — assainissement, Privation — logement, Privation — combustible de cuisson, Privation — communication, Contribution des conditions de vie à la pauvreté multidimensionnelle, Indice de pauvreté multidimensi
COV024;couverture;Est-ce que vous couvrez les 146 communes de la région ou juste certaines ?;couverture;;;;strict;136 indicateur(s) disponible(s) : Privation — électricité, Privation — accès à l'eau, Privation — assainissement, Privation — logement, Privation — combustible de cuisson, Privation — communication, Contribution des conditions de vie à la pauvreté multidimensionnelle, Indice de pauvreté multidimensi
DEF001;definition_source;Qu'est-ce que l'indice de pauvreté multidimensionnelle MPI exactement ?;definition;;496;;strict;Le catalogue ne comporte pas de définition rédigée pour « Indice de pauvreté multidimensionnelle MPI (2024) ». Il est exprimé en unité non précisée, millésime 2024. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
DEF002;definition_source;Quelle est la différence entre le taux d'activité et le taux de chômage ?;definition;;393;;strict;Part des chômeurs dans la population active de 15 ans et plus. Le dénominateur est la population active et non la population totale : un territoire où peu de personnes se déclarent actives peut afficher un taux de chômage modéré tout en comptant peu d'emplois. À lire avec le taux d'activité. (Source
DEF003;definition_source;D'où viennent vos données sur la pauvreté multidimensionnelle ?;definition;;497;;strict;Le catalogue ne comporte pas de définition rédigée pour « Taux de pauvreté multidimensionnelle incidence H (2024) ». Il est exprimé en %, millésime 2024. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
DEF004;definition_source;Quelle est la source du taux de chômage que vous publiez ?;definition;;393;;strict;Part des chômeurs dans la population active de 15 ans et plus. Le dénominateur est la population active et non la population totale : un territoire où peu de personnes se déclarent actives peut afficher un taux de chômage modéré tout en comptant peu d'emplois. À lire avec le taux d'activité. (Source
DEF005;definition_source;Le millésime 2024, ça correspond à quelle enquête ?;definition;;;;strict;Toutes les données proviennent de sources officielles publiées : le Recensement Général de la Population et de l'Habitat 2024 du Haut-Commissariat au Plan, la Cartographie de la pauvreté multidimensionnelle du HCP, la Carte Sanitaire du ministère de la Santé et de la Protection Sociale, et l'Annuair
DEF006;definition_source;C'est quoi un ESSP ?;definition;;410;;strict;Habitants par ESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. (Source : Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024)
DEF007;definition_source;Comment est calculé le taux d'analphabétisme des 15 ans et plus ?;definition;;114;;strict;Etab scoalires mesures rgph2024 population educati — Taux d'analphabétisme des 15 ans et plus (%). (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
DEF008;definition_source;Qu'est-ce que la « population sédentaire » au juste, par rapport à la population totale ?;definition;;10;;strict;Ensemble des personnes résidant dans le territoire au moment du recensement, hors ménages nomades et sans-abri. C'est la population de référence de tous les indicateurs de migration, et le dénominateur de l'indice d'entrées de durée de vie. (Source : RGPH 2024 — Base de données de la migration inter
DEF009;definition_source;Vos chiffres viennent du Haut-Commissariat au Plan ou d'ailleurs ?;definition;;;;strict;Toutes les données proviennent de sources officielles publiées : le Recensement Général de la Population et de l'Habitat 2024 du Haut-Commissariat au Plan, la Cartographie de la pauvreté multidimensionnelle du HCP, la Carte Sanitaire du ministère de la Santé et de la Protection Sociale, et l'Annuair
DEF010;definition_source;Que veut dire RESSP ?;definition;;415;;strict;Habitants par médecin du RESSP (ensemble). Ratio officiel (nombre d'habitants pour 1 unité d'offre). Plus la valeur est élevée, plus l'accès est faible. (Source : Carte Sanitaire (Ministère de la Santé et de la Protection Sociale) — Tableau de Bord Interactif, export officiel 2024)
DEF011;definition_source;Quelle différence entre « indice d'entrées migratoires » et « entrées migratoires » tout court ?;definition;;6;;strict;Part des entrées de durée de vie dans la population sédentaire du territoire. Attention : l'indice de sorties n'a pas le même dénominateur — il est rapporté aux natifs du territoire. Les deux indices ne se soustraient pas et leur différence ne constitue pas un solde migratoire. (Source : RGPH 2024 —
DEF012;definition_source;L'indicateur conjoncturel de fécondité, c'est quoi la différence avec la descendance finale des femmes ?;definition;;35;;strict;Nombre moyen d'enfants effectivement mis au monde par les femmes ayant achevé leur vie féconde. Contrairement à l'indicateur conjoncturel de fécondité, celui-ci porte sur des générations réelles et se rapporte donc au passé. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat 
DEF013;definition_source;C'est quoi le RAMED, dans « établissements de rattachement RAMED » ?;definition;;525;;strict;Nombre d'établissements de rattachement au régime RAMED situés dans le territoire, recensés par la Carte Sanitaire. NE MESURE PAS l'accès aux soins ni la couverture médicale de la population : le rattachement administratif d'un établissement ne dit rien du nombre de bénéficiaires ni de la densité de
DEF014;definition_source;Vos données sur le logement datent de quand exactement ?;definition;;;;strict;Toutes les données proviennent de sources officielles publiées : le Recensement Général de la Population et de l'Habitat 2024 du Haut-Commissariat au Plan, la Cartographie de la pauvreté multidimensionnelle du HCP, la Carte Sanitaire du ministère de la Santé et de la Protection Sociale, et l'Annuair
DEF015;definition_source;Comment définissez-vous un ménage sédentaire ?;definition;;453;;strict;Le catalogue ne comporte pas de définition rédigée pour « Ménages sédentaires ». Il est exprimé en ménages, millésime 2024. (Source : HCP — Indicateurs démographiques et socioéconomiques RGPH 2024, feuille Ménages, milieu Ensemble)
DEF016;definition_source;Quelle est la définition officielle du taux de vulnérabilité à la pauvreté multidimensionnelle ?;definition;;499;;strict;Le catalogue ne comporte pas de définition rédigée pour « Taux de vulnérabilité à la pauvreté multidimensionnelle (2024) ». Il est exprimé en %, millésime 2024. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
DEF017;definition_source;Le taux de pauvreté multidimensionnelle 2014 et celui de 2024, c'est comparable directement ?;definition;;497;;strict;Le catalogue ne comporte pas de définition rédigée pour « Taux de pauvreté multidimensionnelle incidence H (2024) ». Il est exprimé en %, millésime 2024. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
DEF018;definition_source;Qu'est-ce que ça veut dire « privation » dans le contexte de la pauvreté multidimensionnelle ?;definition;;497;;strict;Le catalogue ne comporte pas de définition rédigée pour « Taux de pauvreté multidimensionnelle incidence H (2024) ». Il est exprimé en %, millésime 2024. (Source : HCP — Cartographie de la pauvreté multidimensionnelle (Mai 2025), niveaux commune et province, 2024)
DEF019;definition_source;C'est quoi la différence entre « population municipale » et « population légale » ?;definition;;40;;strict;Effectif officiel de la population d'un territoire au recensement, seule référence opposable pour les usages administratifs. Elle additionne la population municipale et la population comptée à part, c'est-à-dire les personnes rattachées au territoire mais résidant dans une collectivité : casernes, i
DEF020;definition_source;Sur quoi se base le classement niveau province vs niveau commune, c'est administratif ?;definition;;106;;strict;Le catalogue ne comporte pas de définition rédigée pour « Niveau d'études dans l'enseignement général — Aucun niveau d'études ». Il est exprimé en %, millésime 2024. (Source : RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/)
DEF021;definition_source;Vos données sur le climat, humidité et température, elles viennent de quel organisme ?;definition;;1;;strict;Le catalogue ne comporte pas de définition rédigée pour « Humidité relative moyenne ». Il est exprimé en %, millésime 2020-2024. (Source : Annuaire Statistique du Maroc (HCP). https://www.hcp.ma/downloads/Annuaire-Statistique-du-Maroc-format-Excel_t22392.html Chapitre 23 — Environnement, tableaux 23
CNV001;conversation;Bonjour;conversation;;;;strict;
CNV002;conversation;Salut, comment ça va ?;conversation;;;;strict;
CNV003;conversation;Merci beaucoup pour l'info !;conversation;;;;strict;
CNV004;conversation;Qui es-tu exactement ?;conversation;;;;strict;
CNV005;conversation;T'es un robot ou une vraie personne ?;conversation;;;;strict;
CNV006;conversation;Es-tu sûr de cette réponse ?;conversation;;;;strict;
CNV007;conversation;T'es fiable à quel point sur ces chiffres ?;conversation;;;;strict;
CNV008;conversation;Merci, c'est tout ce qu'il me fallait.;conversation;;;;strict;
CNV009;conversation;Tu peux m'aider avec autre chose que les statistiques ?;conversation;;;;strict;
CNV010;conversation;C'est qui qui t'a créé ?;conversation;;;;strict;
CNV011;conversation;Bonsoir, j'espère que je ne dérange pas.;conversation;;;;strict;
CNV012;conversation;Tu es vraiment certain de ce chiffre, pas d'erreur possible ?;conversation;;;;strict;
CNV013;conversation;Merci infiniment, vous m'avez sauvé pour mon rapport.;conversation;;;;strict;
CNV014;conversation;Au revoir et bonne journée;conversation;;;;strict;
CNV015;conversation;Tu fonctionnes comment toi, c'est quoi comme système ?;conversation;;;;strict;
