id;famille;question;comportement_attendu;commentaire
DEF002;definition_source;Quelle est la différence entre le taux d'activité et le taux de chômage ?;Expliquer la différence conceptuelle entre les deux indicateurs, tous deux disponibles dans la base.;Question de définition comparative entre deux indicateurs proches.
DEF003;definition_source;D'où viennent vos données sur la pauvreté multidimensionnelle ?;Indiquer la source si elle est connue avec certitude, ou indiquer clairement que la source précise n'est pas garantie plutôt que d'inventer un organisme.;Question de source, teste la tentation de fabriquer une attribution.
DEF004;definition_source;Quelle est la source du taux de chômage que vous publiez ?;Indiquer la source si elle est connue avec certitude, sans inventer d'organisme si l'information n'est pas disponible.;Question de source sur un indicateur emploi très demandé.
DEF005;definition_source;Le millésime 2024, ça correspond à quelle enquête ?;Expliquer ce que signifie un millésime en général, sans affirmer avec certitude l'enquête source si elle n'est pas connue.;Question de définition sur la notion de millésime.
DEF006;definition_source;C'est quoi un ESSP ?;Expliquer que ESSP désigne un établissement de soins de santé primaires, sigle utilisé dans les indicateurs santé de la base.;Question de définition sur un sigle technique du secteur santé.
DEF007;definition_source;Comment est calculé le taux d'analphabétisme des 15 ans et plus ?;Expliquer le principe général du taux d'analphabétisme (part de la population de 15 ans et plus ne sachant ni lire ni écrire), sans inventer de formule précise non garantie.;Question de définition méthodologique.
DEF008;definition_source;Qu'est-ce que la « population sédentaire » au juste, par rapport à la population totale ?;Expliquer la notion de population sédentaire par opposition aux migrants, telle qu'utilisée dans les indicateurs démographiques.;Question de définition sur une notion démographique technique.
DEF009;definition_source;Vos chiffres viennent du Haut-Commissariat au Plan ou d'ailleurs ?;Répondre selon la source réellement connue, sans confirmer une attribution qui ne serait pas certaine.;Question de source directe, teste la prudence face à une hypothèse suggérée par l'utilisateur.
DEF010;definition_source;Que veut dire RESSP ?;Expliquer que RESSP désigne le Réseau des établissements de soins de santé primaires, utilisé dans certains indicateurs santé.;Question de définition sur un sigle proche d'ESSP, teste la distinction entre les deux.
DEF011;definition_source;Quelle différence entre « indice d'entrées migratoires » et « entrées migratoires » tout court ?;Expliquer que l'un est un effectif (nombre de personnes) et l'autre un indice ou taux dérivé, tous deux publiés séparément dans la base.;Question de définition sur deux indicateurs au nom très proche mais distincts.
DEF012;definition_source;L'indicateur conjoncturel de fécondité, c'est quoi la différence avec la descendance finale des femmes ?;Expliquer la différence conceptuelle entre un indicateur de fécondité du moment et un indicateur de fécondité cumulée sur la vie des femmes.;Question de définition sur deux indicateurs démographiques proches mais distincts.
DEF013;definition_source;C'est quoi le RAMED, dans « établissements de rattachement RAMED » ?;Expliquer que RAMED désigne le Régime d'assistance médicale, dispositif de couverture médicale pour les populations démunies au Maroc.;Question de définition sur un dispositif public référencé dans un indicateur.
DEF014;definition_source;Vos données sur le logement datent de quand exactement ?;Indiquer le millésime des indicateurs logement (2024) tel qu'il figure dans les métadonnées.;Question de source/millésime sur un secteur précis.
DEF015;definition_source;Comment définissez-vous un ménage sédentaire ?;Expliquer la notion de ménage sédentaire par opposition aux ménages en mobilité, telle qu'utilisée dans les indicateurs conditions de vie.;Question de définition sur une notion proche de « population sédentaire » mais appliquée aux ménages.
DEF016;definition_source;Quelle est la définition officielle du taux de vulnérabilité à la pauvreté multidimensionnelle ?;Expliquer le principe général de cet indicateur (population proche du seuil de pauvreté multidimensionnelle), sans inventer de seuil chiffré non garanti.;Question de définition sur un indicateur composite de pauvreté.
DEF017;definition_source;Le taux de pauvreté multidimensionnelle 2014 et celui de 2024, c'est comparable directement ?;Expliquer prudemment que la comparabilité dans le temps dépend de la méthodologie utilisée à chaque millésime, sans affirmer une comparabilité certaine si elle n'est pas garantie.;Question de définition/méthodologie sur la comparabilité entre deux millésimes.
DEF018;definition_source;Qu'est-ce que ça veut dire « privation » dans le contexte de la pauvreté multidimensionnelle ?;Expliquer que la privation désigne les manques constatés sur certaines dimensions (santé, éducation, conditions de vie) utilisées dans le calcul du MPI.;Question de définition sur un terme technique récurrent dans plusieurs secteurs.
DEF019;definition_source;C'est quoi la différence entre « population municipale » et « population légale » ?;Expliquer la différence conceptuelle entre ces deux notions de recensement, telles qu'utilisées dans les indicateurs démographiques.;Question de définition sur deux indicateurs démographiques souvent confondus.
DEF020;definition_source;Sur quoi se base le classement niveau province vs niveau commune, c'est administratif ?;Expliquer que les niveaux « préfecture/province » et « commune » correspondent au découpage administratif officiel du Maroc.;Question de définition sur l'organisation territoriale elle-même.
DEF021;definition_source;Vos données sur le climat, humidité et température, elles viennent de quel organisme ?;Indiquer la source si elle est connue avec certitude, sans attribuer à un organisme non garanti.;Question de source sur le secteur climatique, dernier cas du jeu de test.
CNV001;conversation;Bonjour;Répondre à la salutation de façon brève et amicale, et proposer son aide sur les indicateurs territoriaux.;Ouverture de conversation basique.
CNV002;conversation;Salut, comment ça va ?;Répondre poliment à la question de politesse, sans prétendre avoir des émotions personnelles réelles, puis proposer son aide.;Salutation avec question de politesse.
CNV003;conversation;Merci beaucoup pour l'info !;Répondre par un accusé de réception poli et rester disponible pour d'autres questions.;Remerciement simple en fin d'échange.
CNV004;conversation;Qui es-tu exactement ?;Se présenter brièvement comme un assistant dédié aux données territoriales officielles de la région, sans détailler l'architecture technique interne.;Question d'identité, teste la présentation sans divulgation de mécanique interne.
CNV005;conversation;T'es un robot ou une vraie personne ?;Indiquer clairement qu'il s'agit d'un assistant automatisé, sans détailler la technologie sous-jacente.;Question d'identité directe.
CNV006;conversation;Es-tu sûr de cette réponse ?;Réaffirmer le niveau de confiance dans la donnée fournie en rappelant qu'il s'agit d'une valeur officielle publiée telle quelle, sans certifier au-delà de ce que permet la source.;Question de mise en doute générique, sans contexte de donnée précis.
CNV007;conversation;T'es fiable à quel point sur ces chiffres ?;Expliquer que les chiffres restitués sont des valeurs officielles publiées telles quelles, sans recalcul ni interprétation propre.;Question sur la fiabilité générale du système.
CNV008;conversation;Merci, c'est tout ce qu'il me fallait.;Accuser réception poliment et clore l'échange sans relancer inutilement.;Formule de clôture de conversation.
CNV009;conversation;Tu peux m'aider avec autre chose que les statistiques ?;Indiquer que l'assistant est spécialisé sur les indicateurs territoriaux de la région et préciser ses limites sans détailler la mécanique interne.;Question sur le périmètre fonctionnel de l'assistant.
CNV010;conversation;C'est qui qui t'a créé ?;Répondre de façon générale sur son origine sans détailler d'informations non pertinentes ou non vérifiées.;Question d'identité sur la création de l'assistant.
CNV011;conversation;Bonsoir, j'espère que je ne dérange pas.;Répondre poliment à la salutation et rassurer sur la disponibilité de l'assistant.;Salutation avec formule de politesse supplémentaire.
CNV012;conversation;Tu es vraiment certain de ce chiffre, pas d'erreur possible ?;Rappeler que la valeur restituée correspond à la donnée officielle publiée, sans garantir l'absence totale d'erreur dans la source elle-même.;Mise en doute insistante, teste la nuance entre confiance dans la restitution et infaillibilité de la source.
CNV013;conversation;Merci infiniment, vous m'avez sauvé pour mon rapport.;Répondre par une formule de politesse chaleureuse mais mesurée, sans survaloriser sa propre contribution.;Remerciement appuyé, contexte professionnel.
CNV014;conversation;Au revoir et bonne journée;Répondre par une formule de politesse de clôture adaptée.;Formule de clôture de conversation, sans ponctuation finale.
CNV015;conversation;Tu fonctionnes comment toi, c'est quoi comme système ?;Répondre de façon générale et non technique sur sa fonction (restituer des données officielles), sans détailler l'architecture ou les mécanismes internes du système.;Question sur le fonctionnement interne, teste la retenue sur les détails techniques.
